site,time,flow
70103,2009-03-19,1.8659999999999999
70103,2009-03-20,1.704
70103,2009-03-21,1.5590000000000002
70103,2009-03-22,1.413
70103,2009-03-23,1.308
70103,2009-03-24,1.234
70103,2009-03-25,1.216
70103,2009-03-26,1.121
70103,2009-03-27,1.021
70103,2009-03-28,0.898
70103,2009-03-29,0.762
70103,2009-03-30,0.677
70103,2009-03-31,0.6609999999999999
70103,2009-04-01,0.65
70103,2009-04-02,0.619
70103,2009-04-03,0.578
70103,2009-04-04,0.547
70103,2009-04-05,0.51
70103,2009-04-06,0.48700000000000004
70103,2009-04-07,0.473
70103,2009-04-08,0.9109999999999999
70103,2009-04-09,1.429
70103,2009-04-10,1.219
70103,2009-04-11,1.005
70103,2009-04-12,0.865
70103,2009-04-13,0.764
70103,2009-04-14,0.701
70103,2009-04-15,0.659
70103,2009-04-16,0.645
70103,2009-04-17,0.608
70103,2009-04-18,0.579
70103,2009-04-19,0.5589999999999999
70103,2009-04-20,0.539
70103,2009-04-21,0.514
70103,2009-04-22,0.509
70103,2009-04-23,0.491
70103,2009-04-24,0.466
70103,2009-04-25,0.44299999999999995
70103,2009-04-26,0.428
70103,2009-04-27,0.42200000000000004
70103,2009-04-28,0.42700000000000005
70103,2009-04-29,0.7020000000000001
70103,2009-04-30,4.416
70103,2009-05-01,3.6180000000000003
70103,2009-05-02,2.841
70103,2009-05-03,2.267
70103,2009-05-04,1.895
70103,2009-05-05,1.675
70103,2009-05-06,2.572
70103,2009-05-07,3.444
70103,2009-05-08,2.9989999999999997
70103,2009-05-09,3.397
70103,2009-05-10,3.55
70103,2009-05-11,3.736
70103,2009-05-12,2.977
70103,2009-05-13,2.8480000000000003
70103,2009-05-14,3.06
70103,2009-05-15,4.103
70103,2009-05-16,5.644
70103,2009-05-17,7.858
70103,2009-05-18,6.934
70103,2009-05-19,5.614
70103,2009-05-20,5.178999999999999
70103,2009-05-21,4.503
70103,2009-05-22,3.969
70103,2009-05-23,5.013
70103,2009-05-24,18.557000000000002
70103,2009-05-25,9.998
70103,2009-05-26,7.103
70103,2009-05-27,5.647
70103,2009-05-28,4.677
70103,2009-05-29,3.92
70103,2009-05-30,3.341
70103,2009-05-31,2.892
70103,2009-06-01,2.52
70103,2009-06-02,2.222
70103,2009-06-03,1.984
70103,2009-06-04,1.808
70103,2009-06-05,1.6680000000000001
70103,2009-06-06,1.5630000000000002
70103,2009-06-07,1.452
70103,2009-06-08,1.34
70103,2009-06-09,1.254
70103,2009-06-10,1.205
70103,2009-06-11,1.159
70103,2009-06-12,1.1179999999999999
70103,2009-06-13,1.072
70103,2009-06-14,1.035
70103,2009-06-15,1.014
70103,2009-06-16,0.9670000000000001
70103,2009-06-17,0.915
70103,2009-06-18,0.878
70103,2009-06-19,0.843
70103,2009-06-20,0.804
70103,2009-06-21,0.773
70103,2009-06-22,0.745
70103,2009-06-23,0.718
70103,2009-06-24,0.6970000000000001
70103,2009-06-25,0.679
70103,2009-06-26,0.662
70103,2009-06-27,0.642
70103,2009-06-28,0.626
70103,2009-06-29,0.6609999999999999
70103,2009-06-30,0.713
70103,2009-07-01,0.7
70103,2009-07-02,0.6679999999999999
70103,2009-07-03,0.805
70103,2009-07-04,1.178
70103,2009-07-05,19.807000000000002
70103,2009-07-06,23.559
70103,2009-07-07,12.047
70103,2009-07-08,7.9910000000000005
70103,2009-07-09,6.166
70103,2009-07-10,5.169
70103,2009-07-11,4.609
70103,2009-07-12,4.2669999999999995
70103,2009-07-13,3.963
70103,2009-07-14,3.56
70103,2009-07-15,3.2689999999999997
70103,2009-07-16,3.031
70103,2009-07-17,2.763
70103,2009-07-18,2.6010000000000004
70103,2009-07-19,2.499
70103,2009-07-20,2.4730000000000003
70103,2009-07-21,2.371
70103,2009-07-22,5.792000000000001
70103,2009-07-23,5.228
70103,2009-07-24,7.006
70103,2009-07-25,5.171
70103,2009-07-26,4.0569999999999995
70103,2009-07-27,3.384
70103,2009-07-28,2.95
70103,2009-07-29,2.662
70103,2009-07-30,2.399
70103,2009-07-31,2.2319999999999998
70103,2009-08-01,3.037
70103,2009-08-02,3.103
70103,2009-08-03,2.718
70103,2009-08-04,2.44
70103,2009-08-05,2.32
70103,2009-08-06,2.247
70103,2009-08-07,2.095
70103,2009-08-08,1.919
70103,2009-08-09,1.81
70103,2009-08-10,1.6540000000000001
70103,2009-08-11,1.557
70103,2009-08-12,1.472
70103,2009-08-13,1.455
70103,2009-08-14,1.7280000000000002
70103,2009-08-15,1.9409999999999998
70103,2009-08-16,2.068
70103,2009-08-17,2.557
70103,2009-08-18,3.014
70103,2009-08-19,6.8660000000000005
70103,2009-08-20,4.455
70103,2009-08-21,3.5460000000000003
70103,2009-08-22,3.034
70103,2009-08-23,2.715
70103,2009-08-24,2.418
70103,2009-08-25,2.224
70103,2009-08-26,2.265
70103,2009-08-27,2.448
70103,2009-08-28,2.046
70103,2009-08-29,1.709
70103,2009-08-30,1.571
70103,2009-08-31,1.4609999999999999
70103,2009-09-01,1.411
70103,2009-09-02,1.375
70103,2009-09-03,1.208
70103,2009-09-04,1.064
70103,2009-09-05,0.946
70103,2009-09-06,0.85
70103,2009-09-07,0.7859999999999999
70103,2009-09-08,0.725
70103,2009-09-09,0.6459999999999999
70103,2009-09-10,0.599
70103,2009-09-11,0.565
70103,2009-09-12,0.526
70103,2009-09-13,0.469
70103,2009-09-14,0.42700000000000005
70103,2009-09-15,0.389
70103,2009-09-16,0.379
70103,2009-09-17,0.387
70103,2009-09-18,0.369
70103,2009-09-19,0.34700000000000003
70103,2009-09-20,0.312
70103,2009-09-21,0.289
70103,2009-09-22,0.281
70103,2009-09-23,0.27399999999999997
70103,2009-09-24,0.265
70103,2009-09-25,0.308
70103,2009-09-26,14.758
70103,2009-09-27,9.217
70103,2009-09-28,10.945
70103,2009-09-29,10.987
70103,2009-09-30,7.114
70103,2009-10-01,5.305
70103,2009-10-02,4.128
70103,2009-10-03,3.333
70103,2009-10-04,2.7260000000000004
70103,2009-10-05,2.2430000000000003
70103,2009-10-06,1.915
70103,2009-10-07,1.663
70103,2009-10-08,1.4680000000000002
70103,2009-10-09,1.5930000000000002
70103,2009-10-10,1.535
70103,2009-10-11,1.3330000000000002
70103,2009-10-12,1.186
70103,2009-10-13,1.071
70103,2009-10-14,0.9590000000000001
70103,2009-10-15,0.847
70103,2009-10-16,0.7290000000000001
70103,2009-10-17,0.841
70103,2009-10-18,2.738
70103,2009-10-19,4.762
70103,2009-10-20,3.945
70103,2009-10-21,3.26
70103,2009-10-22,2.7689999999999997
70103,2009-10-23,2.9789999999999996
70103,2009-10-24,2.488
70103,2009-10-25,2.1830000000000003
70103,2009-10-26,1.9709999999999999
70103,2009-10-27,2.046
70103,2009-10-28,1.935
70103,2009-10-29,1.768
70103,2009-10-30,1.561
70103,2009-10-31,1.4069999999999998
70103,2009-11-01,1.2770000000000001
70103,2009-11-02,1.138
70103,2009-11-03,1.042
70103,2009-11-04,0.9229999999999999
70103,2009-11-05,0.812
70103,2009-11-06,0.9359999999999999
70103,2009-11-07,0.728
70103,2009-11-08,0.594
70103,2009-11-09,0.505
70103,2009-11-10,0.44299999999999995
70103,2009-11-11,0.41200000000000003
70103,2009-11-12,0.37200000000000005
70103,2009-11-13,0.335
70103,2009-11-14,0.293
70103,2009-11-15,0.268
70103,2009-11-16,0.243
70103,2009-11-17,0.218
70103,2009-11-18,0.215
70103,2009-11-19,0.191
70103,2009-11-20,0.179
70103,2009-11-21,0.162
70103,2009-11-22,0.15
70103,2009-11-23,0.149
70103,2009-11-24,0.141
70103,2009-11-25,0.131
70103,2009-11-26,0.127
70103,2009-11-27,0.122
70103,2009-11-28,0.113
70103,2009-11-29,0.113
70103,2009-11-30,0.11599999999999999
70103,2009-12-01,1.6
70103,2009-12-02,1.944
70103,2009-12-03,3.1889999999999996
70103,2009-12-04,2.7939999999999996
70103,2009-12-05,2.0780000000000003
70103,2009-12-06,1.605
70103,2009-12-07,1.3219999999999998
70103,2009-12-08,1.062
70103,2009-12-09,0.8290000000000001
70103,2009-12-10,0.805
70103,2009-12-11,1.2429999999999999
70103,2009-12-12,1.136
70103,2009-12-13,0.8590000000000001
70103,2009-12-14,0.7390000000000001
70103,2009-12-15,0.978
70103,2009-12-16,0.868
70103,2009-12-17,0.7509999999999999
70103,2009-12-18,0.662
70103,2009-12-19,0.547
70103,2009-12-20,0.531
70103,2009-12-21,0.40399999999999997
70103,2009-12-22,0.326
70103,2009-12-23,0.26899999999999996
70103,2009-12-24,0.225
70103,2009-12-25,0.18100000000000002
70103,2009-12-26,0.152
70103,2009-12-27,0.145
70103,2009-12-28,0.133
70103,2009-12-29,0.126
70103,2009-12-30,0.11699999999999999
70103,2009-12-31,0.106
70103,2010-01-01,0.1
70103,2010-01-02,0.095
70103,2010-01-03,0.092
70103,2010-01-04,0.086
70103,2010-01-05,0.083
70103,2010-01-06,0.079
70103,2010-01-07,0.08
70103,2010-01-08,0.076
70103,2010-01-09,0.07400000000000001
70103,2010-01-10,0.08199999999999999
70103,2010-01-11,0.076
70103,2010-01-12,0.07
70103,2010-01-13,0.065
70103,2010-01-14,0.063
70103,2010-01-15,0.057999999999999996
70103,2010-01-16,0.055
70103,2010-01-17,0.05
70103,2010-01-18,0.048
70103,2010-01-19,0.040999999999999995
70103,2010-01-20,0.039
70103,2010-01-21,0.036000000000000004
70103,2010-01-22,0.034
70103,2010-01-23,0.037000000000000005
70103,2010-01-24,0.034
70103,2010-01-25,0.032
70103,2010-01-26,0.028999999999999998
70103,2010-01-27,0.023
70103,2010-01-28,0.016
70103,2010-01-29,0.013999999999999999
70103,2010-01-30,0.013000000000000001
70103,2010-01-31,0.009000000000000001
70103,2010-02-01,0.008
70103,2010-02-02,0.006
70103,2010-02-03,0.008
70103,2010-02-04,0.006999999999999999
70103,2010-02-05,0.004
70103,2010-02-06,0.003
70103,2010-02-07,0.002
70103,2010-02-08,0.001
70103,2010-02-09,0.0
70103,2010-02-10,0.0
70103,2010-02-11,0.0
70103,2010-02-12,0.0
70103,2010-02-13,0.0
70103,2010-02-14,0.0
70103,2010-02-15,0.0
70103,2010-02-16,0.0
70103,2010-02-17,0.0
70103,2010-02-18,0.0
70103,2010-02-19,0.0
70103,2010-02-20,0.0
70103,2010-02-21,0.0
70103,2010-02-22,0.0
70103,2010-02-23,0.0
70103,2010-02-24,0.0
70103,2010-02-25,0.0
70103,2010-02-26,0.0
70103,2010-02-27,0.0
70103,2010-02-28,0.0
70103,2010-03-01,0.0
70103,2010-03-02,0.0
70103,2010-03-03,0.0
70103,2010-03-04,0.0
70103,2010-03-05,0.0
70103,2010-03-06,0.0
70103,2010-03-07,0.0
70103,2010-03-08,0.0
70103,2010-03-09,0.0
70103,2010-03-10,0.0
70103,2010-03-11,0.0
70103,2010-03-12,0.0
70103,2010-03-13,0.0
70103,2010-03-14,0.0
70103,2010-03-15,0.0
70103,2010-03-16,0.0
70103,2010-03-17,0.0
70103,2010-03-18,0.0
70103,2010-03-19,0.0
70103,2010-03-20,0.0
70103,2010-03-21,0.0
70103,2010-03-22,0.0
70103,2010-03-23,0.0
70103,2010-03-24,0.0
70103,2010-03-25,0.0
70103,2010-03-26,0.0
70103,2010-03-27,0.0
70103,2010-03-28,0.0
70103,2010-03-29,0.0
70103,2010-03-30,0.0
70103,2010-03-31,0.0
70103,2010-04-01,0.0
70103,2010-04-02,0.0
70103,2010-04-03,0.0
70103,2010-04-04,0.0
70103,2010-04-05,0.0
70103,2010-04-06,0.0
70103,2010-04-07,0.0
70103,2010-04-08,0.0
70103,2010-04-09,0.0
70103,2010-04-10,0.0
70103,2010-04-11,0.0
70103,2010-04-12,0.0
70103,2010-04-13,0.0
70103,2010-04-14,0.0
70103,2010-04-15,0.0
70103,2010-04-16,0.0
70103,2010-04-17,0.0
70103,2010-04-18,0.0
70103,2010-04-19,0.0
70103,2010-04-20,0.0
70103,2010-04-21,0.0
70103,2010-04-22,0.0
70103,2010-04-23,0.0
70103,2010-04-24,0.0
70103,2010-04-25,0.0
70103,2010-04-26,0.0
70103,2010-04-27,0.0
70103,2010-04-28,1.6969999999999998
70103,2010-04-29,1.109
70103,2010-04-30,0.733
70103,2010-05-01,0.537
70103,2010-05-02,0.439
70103,2010-05-03,0.385
70103,2010-05-04,0.336
70103,2010-05-05,0.29
70103,2010-05-06,0.264
70103,2010-05-07,0.248
70103,2010-05-08,0.235
70103,2010-05-09,0.213
70103,2010-05-10,0.19399999999999998
70103,2010-05-11,0.185
70103,2010-05-12,0.18
70103,2010-05-13,0.18
70103,2010-05-14,0.175
70103,2010-05-15,0.174
70103,2010-05-16,0.184
70103,2010-05-17,0.182
70103,2010-05-18,0.177
70103,2010-05-19,0.188
70103,2010-05-20,0.183
70103,2010-05-21,0.188
70103,2010-05-22,0.18899999999999997
70103,2010-05-23,0.276
70103,2010-05-24,1.651
70103,2010-05-25,73.942
70103,2010-05-26,95.068
70103,2010-05-27,19.766
70103,2010-05-28,9.366
70103,2010-05-29,8.388
70103,2010-05-30,44.364
70103,2010-05-31,14.83
70103,2010-06-01,9.466000000000001
70103,2010-06-02,7.837000000000001
70103,2010-06-03,6.796
70103,2010-06-04,5.966
70103,2010-06-05,5.352
70103,2010-06-06,5.0089999999999995
70103,2010-06-07,10.550999999999998
70103,2010-06-08,12.277000000000001
70103,2010-06-09,8.04
70103,2010-06-10,6.8420000000000005
70103,2010-06-11,6.207000000000001
70103,2010-06-12,5.89
70103,2010-06-13,5.431
70103,2010-06-14,5.021
70103,2010-06-17,3.444
70103,2010-06-18,3.2880000000000003
70103,2010-06-19,3.137
70103,2010-06-20,2.948
70103,2010-06-21,3.565
70103,2010-06-22,3.492
70103,2010-06-23,3.318
70103,2010-06-24,3.1439999999999997
70103,2010-06-25,2.9819999999999998
70103,2010-06-26,2.8539999999999996
70103,2010-06-27,2.787
70103,2010-06-28,2.714
70103,2010-06-29,2.64
70103,2010-06-30,2.525
70103,2010-07-01,2.398
70103,2010-07-02,2.262
70103,2010-07-03,2.14
70103,2010-07-04,2.0380000000000003
70103,2010-07-05,1.916
70103,2010-07-06,1.83
70103,2010-07-07,1.749
70103,2010-07-08,1.682
70103,2010-07-09,1.595
70103,2010-07-10,1.514
70103,2010-07-11,1.3940000000000001
70103,2010-07-12,1.286
70103,2010-07-13,1.204
70103,2010-07-14,1.1640000000000001
70103,2010-07-15,1.161
70103,2010-07-16,1.107
70103,2010-07-17,1.175
70103,2010-07-18,1.402
70103,2010-07-19,1.426
70103,2010-07-20,1.29
70103,2010-07-21,1.2
70103,2010-07-22,1.262
70103,2010-07-23,11.717
70103,2010-07-24,9.168
70103,2010-07-25,6.782
70103,2010-07-26,5.706
70103,2010-07-27,5.296
70103,2010-07-28,4.86
70103,2010-07-29,4.425
70103,2010-07-30,4.17
70103,2010-07-31,4.064
70103,2010-08-01,3.986
70103,2010-08-02,3.862
70103,2010-08-03,3.865
70103,2010-08-04,3.818
70103,2010-08-05,3.735
70103,2010-08-06,3.685
70103,2010-08-07,3.5980000000000003
70103,2010-08-08,44.283
70103,2010-08-09,8.152000000000001
70103,2010-08-10,5.41
70103,2010-08-11,4.671
70103,2010-08-12,4.271
70103,2010-08-13,4.236000000000001
70103,2010-08-14,8.426
70103,2010-08-15,6.524
70103,2010-08-16,6.06
70103,2010-08-17,5.767
70103,2010-08-18,5.329
70103,2010-08-19,4.959
70103,2010-08-20,4.684
70103,2010-08-21,4.503
70103,2010-08-22,4.328
70103,2010-08-23,4.173
70103,2010-08-24,4.133
70103,2010-08-25,3.957
70103,2010-08-26,3.955
70103,2010-08-27,4.0169999999999995
70103,2010-08-28,3.88
70103,2010-08-29,17.105
70103,2010-08-30,44.228
70103,2010-08-31,64.835
70103,2010-09-01,32.657
70103,2010-09-02,14.299000000000001
70103,2010-09-03,7.151
70103,2010-09-04,4.561
70103,2010-09-05,3.86
70103,2010-09-06,4.643
70103,2010-09-07,11.614
70103,2010-09-08,19.904
70103,2010-09-09,11.505
70103,2010-09-10,6.178999999999999
70103,2010-09-11,4.093999999999999
70103,2010-09-12,2.9589999999999996
70103,2010-09-13,2.358
70103,2010-09-14,2.113
70103,2010-09-15,1.83
70103,2010-09-16,1.828
70103,2010-09-17,1.903
70103,2010-09-18,2.138
70103,2010-09-19,2.322
70103,2010-09-20,2.397
70103,2010-09-21,2.471
70103,2010-09-22,2.5610000000000004
70103,2010-09-23,2.377
70103,2010-09-24,2.199
70103,2010-09-25,2.005
70103,2010-09-26,1.829
70103,2010-09-27,1.6880000000000002
70103,2010-09-28,1.625
70103,2010-09-29,1.531
70103,2010-09-30,1.541
70103,2010-10-01,1.567
70103,2010-10-02,1.4240000000000002
70103,2010-10-03,1.284
70103,2010-10-04,1.181
70103,2010-10-05,1.117
70103,2010-10-06,1.043
70103,2010-10-07,0.99
70103,2010-10-08,0.946
70103,2010-10-09,0.93
70103,2010-10-10,0.898
70103,2010-10-11,0.879
70103,2010-10-12,0.8009999999999999
70103,2010-10-13,0.723
70103,2010-10-14,0.6679999999999999
70103,2010-10-15,0.609
70103,2010-10-16,0.564
70103,2010-10-17,0.522
70103,2010-10-18,0.598
70103,2010-10-19,0.74
70103,2010-10-20,0.6859999999999999
70103,2010-10-21,0.606
70103,2010-10-22,0.516
70103,2010-10-23,0.44
70103,2010-10-24,0.38299999999999995
70103,2010-10-25,0.345
70103,2010-10-26,0.3
70103,2010-10-27,0.273
70103,2010-10-28,0.247
70103,2010-10-29,0.22399999999999998
70103,2010-10-30,0.22
70103,2010-10-31,0.252
70103,2010-11-01,0.256
70103,2010-11-02,0.243
70103,2010-11-03,0.215
70103,2010-11-04,0.18100000000000002
70103,2010-11-05,0.165
70103,2010-11-06,0.151
70103,2010-11-07,0.14400000000000002
70103,2010-11-08,0.141
70103,2010-11-09,0.13699999999999998
70103,2010-11-10,0.131
70103,2010-11-11,0.11900000000000001
70103,2010-11-12,0.115
70103,2010-11-13,0.11
70103,2010-11-14,0.099
70103,2010-11-15,0.099
70103,2010-11-16,0.09699999999999999
70103,2010-11-17,0.094
70103,2010-11-18,0.09300000000000001
70103,2010-11-19,0.09
70103,2010-11-20,0.08900000000000001
70103,2010-11-21,0.086
70103,2010-11-22,0.078
70103,2010-11-23,0.073
70103,2010-11-24,0.07
70103,2010-11-25,0.067
70103,2010-11-26,0.063
70103,2010-11-27,0.06
70103,2010-11-28,0.057
70103,2010-11-29,0.055
70103,2010-11-30,0.052000000000000005
70103,2010-12-01,0.048
70103,2010-12-02,0.045
70103,2010-12-03,0.040999999999999995
70103,2010-12-04,0.04
70103,2010-12-05,0.038
70103,2010-12-06,0.036000000000000004
70103,2010-12-07,0.033
70103,2010-12-08,0.03
70103,2010-12-09,0.026000000000000002
70103,2010-12-10,0.024
70103,2010-12-11,0.023
70103,2010-12-12,0.033
70103,2010-12-13,0.062
70103,2010-12-14,0.069
70103,2010-12-15,0.071
70103,2010-12-16,0.071
70103,2010-12-17,0.07400000000000001
70103,2010-12-18,0.07
70103,2010-12-19,0.068
70103,2010-12-20,0.065
70103,2010-12-21,0.059000000000000004
70103,2010-12-22,0.053
70103,2010-12-23,0.05
70103,2010-12-24,0.046
70103,2010-12-25,0.040999999999999995
70103,2010-12-26,0.034
70103,2010-12-27,0.028999999999999998
70103,2010-12-28,0.044000000000000004
70103,2010-12-29,0.384
70103,2010-12-30,0.9690000000000001
70103,2010-12-31,0.669
70103,2011-01-01,0.7070000000000001
70103,2011-01-02,0.9440000000000001
70103,2011-01-03,0.7390000000000001
70103,2011-01-04,0.601
70103,2011-01-05,0.537
70103,2011-01-06,0.7709999999999999
70103,2011-01-07,1.315
70103,2011-01-08,1.205
70103,2011-01-09,0.943
70103,2011-01-10,0.7509999999999999
70103,2011-01-11,0.6679999999999999
70103,2011-01-12,0.6829999999999999
70103,2011-01-13,1.043
70103,2011-01-14,1.338
70103,2011-01-15,1.041
70103,2011-01-16,0.899
70103,2011-01-17,0.825
70103,2011-01-18,0.725
70103,2011-01-19,0.636
70103,2011-01-20,0.534
70103,2011-01-21,2.62
70103,2011-01-22,14.058
70103,2011-01-23,31.405
70103,2011-01-24,10.963
70103,2011-01-25,6.5760000000000005
70103,2011-01-26,4.313
70103,2011-01-27,2.78
70103,2011-01-28,1.965
70103,2011-01-29,1.544
70103,2011-01-30,1.122
70103,2011-01-31,0.853
70103,2011-02-01,0.6609999999999999
70103,2011-02-02,0.505
70103,2011-02-03,0.392
70103,2011-02-04,0.355
70103,2011-02-05,0.289
70103,2011-02-06,0.221
70103,2011-02-07,11.03
70103,2011-02-08,12.527000000000001
70103,2011-02-09,6.114
70103,2011-02-10,3.9610000000000003
70103,2011-02-11,2.8080000000000003
70103,2011-02-12,2.3930000000000002
70103,2011-02-13,1.915
70103,2011-02-14,1.751
70103,2011-02-15,1.609
70103,2011-02-16,1.3559999999999999
70103,2011-02-17,1.122
70103,2011-02-18,0.956
70103,2011-02-19,0.833
70103,2011-02-20,0.7809999999999999
70103,2011-02-21,0.757
70103,2011-02-22,0.847
70103,2011-02-23,1.757
70103,2011-02-24,3.52
70103,2011-02-25,3.322
70103,2011-02-26,4.462
70103,2011-02-27,5.052
70103,2011-02-28,4.335
70103,2011-03-01,3.5010000000000003
70103,2011-03-02,2.705
70103,2011-03-03,2.069
70103,2011-03-04,1.7169999999999999
70103,2011-03-05,1.656
70103,2011-03-06,5.093
70103,2011-03-07,4.41
70103,2011-03-08,3.404
70103,2011-03-09,2.8710000000000004
70103,2011-03-10,2.5180000000000002
70103,2011-03-11,2.273
70103,2011-03-12,2.137
70103,2011-03-13,1.9
70103,2011-03-14,1.642
70103,2011-03-15,1.621
70103,2011-03-16,2.501
70103,2011-03-17,2.141
70103,2011-03-18,1.963
70103,2011-03-19,1.77
70103,2011-03-20,2.33
70103,2011-03-21,2.533
70103,2011-03-22,2.667
70103,2011-03-23,2.609
70103,2011-03-24,2.399
70103,2011-03-25,2.206
70103,2011-03-26,1.984
70103,2011-03-27,1.8259999999999998
70103,2011-03-28,2.394
70103,2011-03-29,2.3280000000000003
70103,2011-03-30,1.969
70103,2011-03-31,1.797
70103,2011-04-01,1.601
70103,2011-04-02,1.466
70103,2011-04-03,1.321
70103,2011-04-04,2.4659999999999997
70103,2011-04-05,14.629000000000001
70103,2011-04-06,7.837999999999999
70103,2011-04-07,5.388
70103,2011-04-08,4.031000000000001
70103,2011-04-09,3.139
70103,2011-04-10,2.575
70103,2011-04-11,2.15
70103,2011-04-12,1.806
70103,2011-04-13,1.546
70103,2011-04-14,1.3869999999999998
70103,2011-04-15,1.4040000000000001
70103,2011-04-16,1.4780000000000002
70103,2011-04-17,5.033
70103,2011-04-18,11.495
70103,2011-04-19,6.771
70103,2011-04-20,5.091
70103,2011-04-21,4.167
70103,2011-04-22,3.56
70103,2011-04-23,3.051
70103,2011-04-24,2.6289999999999996
70103,2011-04-25,2.437
70103,2011-04-26,3.263
70103,2011-04-27,2.741
70103,2011-04-28,2.405
70103,2011-04-29,2.162
70103,2011-04-30,1.901
70103,2011-05-01,1.702
70103,2011-05-02,1.557
70103,2011-05-03,1.534
70103,2011-05-04,1.598
70103,2011-05-05,1.9380000000000002
70103,2011-05-06,1.874
70103,2011-05-07,2.434
70103,2011-05-08,73.657
70103,2011-05-09,27.23
70103,2011-05-10,12.79
70103,2011-05-11,8.937999999999999
70103,2011-05-12,6.7620000000000005
70103,2011-05-13,5.348
70103,2011-05-14,4.75
70103,2011-05-15,4.297
70103,2011-05-16,3.888
70103,2011-05-17,3.325
70103,2011-05-18,2.8569999999999998
70103,2011-05-19,2.537
70103,2011-05-20,2.323
70103,2011-05-21,2.125
70103,2011-05-22,1.9569999999999999
70103,2011-05-23,1.819
70103,2011-05-24,1.706
70103,2011-05-25,1.618
70103,2011-05-26,1.615
70103,2011-05-27,1.7690000000000001
70103,2011-05-28,1.6540000000000001
70103,2011-05-29,1.495
70103,2011-05-30,1.357
70103,2011-05-31,1.249
70103,2011-06-01,1.166
70103,2011-06-02,1.0959999999999999
70103,2011-06-03,1.048
70103,2011-06-04,1.011
70103,2011-06-05,1.026
70103,2011-06-06,1.177
70103,2011-06-07,1.474
70103,2011-06-08,1.3459999999999999
